typing_speed,mouse_movements,time_of_day,failed_attempts,location,device,browser,download_count,is_anomaly,risk_label
150.3419692358439,0.0,0.5854513387973554,5,Anantapur,MacBook,Tor Browser,43,1,1
79.40829058242501,141.53261257317186,16.505324143667732,0,Anantapur,Dell Laptop,Chrome,0,0,0
89.23821584383359,148.93222400278609,5.638421799890974,1,Anantapur,Dell Laptop,Chrome,0,0,0
49.133750209118915,210.54418951312502,10.068709547978587,1,Anantapur,Dell Laptop,Chrome,0,0,0
70.66656142787008,136.9945798592509,7.574282440456967,0,Anantapur,Dell Laptop,Chrome,0,0,0
59.39307469147049,220.9044961058445,11.858717841606968,0,Hyderabad,Office Desktop,Chrome,0,0,0
67.31479083229921,179.96034117478638,8.314202030928195,0,Anantapur,Dell Laptop,Chrome,0,0,0
139.13695124228227,13.593240484423198,3.873782375286612,4,Unknown IP,MacBook,Firefox,21,1,1
60.93498434297479,167.97419606164735,13.87956254171014,0,Anantapur,Office Desktop,Chrome,0,0,0
68.10733987647887,172.85681058815464,11.92298665523209,0,Anantapur,Dell Laptop,Chrome,1,0,0
149.21377404001234,47.79307901731194,23.01927738064108,2,Unknown IP,MacBook,Tor Browser,46,1,1
58.40260293143749,105.27242746694441,16.52267118808384,0,Anantapur,Dell Laptop,Chrome,0,0,0
41.474490032512804,158.24393887482412,13.591826514545572,0,Anantapur,Dell Laptop,Chrome,0,0,0
56.52675645005242,168.93610456787124,7.279142550165184,0,Anantapur,Office Desktop,Chrome,1,0,0
73.14701034317274,164.86719722105954,8.492550152625071,1,Anantapur,Dell Laptop,Chrome,0,0,0
68.62232561802163,136.02778079514323,14.166253323163847,1,Anantapur,Office Desktop,Chrome,0,0,0
44.63162922592237,157.5891764499754,16.169457261312633,0,Anantapur,Dell Laptop,Chrome,0,0,0
141.96634052864513,493.35273800615676,22.72014575989289,4,Unknown IP,Unknown Mobile,Firefox,20,1,1
72.24034985403361,123.58341579642112,16.35274144223149,0,Anantapur,Office Desktop,Chrome,0,0,0
130.97117842547541,454.31303220457795,2.8018596865833687,4,Anantapur,Dell Laptop,Tor Browser,8,1,1
56.26210336322843,144.86897086753683,13.035100410943619,0,Anantapur,Dell Laptop,Chrome,0,0,0
52.399872362874596,173.55291937289408,6.188398540984656,1,Hyderabad,Office Desktop,Chrome,1,0,0
51.37483801637078,190.41387410936701,10.828801269443847,0,Anantapur,Office Desktop,Chrome,0,0,0
77.13908809616822,150.63341898681043,18.812744553457218,0,Anantapur,Dell Laptop,Chrome,0,0,0
62.938257920106516,153.71357272283626,7.6265044295582,0,Anantapur,Office Desktop,Chrome,0,0,0
43.68882331065848,129.64489250920934,9.987446439623543,0,Anantapur,Dell Laptop,Chrome,0,0,0
43.867879601571246,111.81282210152392,11.601275334902082,1,Anantapur,Office Desktop,Chrome,0,0,0
47.44189623523563,133.62825900673155,13.659135515456832,0,Anantapur,Office Desktop,Chrome,1,0,0
85.37739358801244,179.70270614629487,6.865767906262159,0,Anantapur,Office Desktop,Chrome,1,0,0
44.45121803776698,156.3179726559761,7.280728288231888,0,Anantapur,Dell Laptop,Chrome,0,0,0
74.17686079618198,172.17096756804844,9.990971409716991,0,Anantapur,Office Desktop,Chrome,0,0,0
56.783218699714936,187.1387452386473,16.32068684923713,0,Anantapur,Dell Laptop,Chrome,0,0,0
64.99829721544502,151.87502025311528,12.316688684625579,0,Anantapur,Office Desktop,Chrome,0,0,0
68.74018532589787,184.87543633295616,10.949559105164093,0,Anantapur,Dell Laptop,Chrome,0,0,0
56.78990797134894,201.64020953546787,11.798848463208204,0,Anantapur,Dell Laptop,Chrome,1,0,0
65.56265299742468,131.978679283956,4.357926425183494,0,Anantapur,Dell Laptop,Chrome,0,0,0
62.81086114490871,164.68805220019067,14.65575534714585,0,Hyderabad,Dell Laptop,Chrome,0,0,0
47.69099938300989,124.67067765262112,9.054766917533636,0,Anantapur,Dell Laptop,Chrome,0,0,0
71.06981807773082,107.27583044601101,14.144508005234924,1,Anantapur,Office Desktop,Chrome,0,0,0
72.23387324336728,178.32330239467458,21.080003340711443,0,Anantapur,Office Desktop,Chrome,0,0,0
43.633156237769995,152.73761414664312,10.093027175598712,0,Anantapur,Dell Laptop,Chrome,0,0,0
127.82768144972674,521.543881232412,21.122039761177994,5,Unknown IP,MacBook,Firefox,42,1,1
51.887906443538945,170.0691080274335,20.228206961821016,0,Anantapur,Dell Laptop,Chrome,0,0,0
77.39995438704867,116.6176342784691,13.166774961117913,0,Anantapur,Office Desktop,Chrome,0,0,0
61.27163638508013,129.5300789034065,11.344573485204448,0,Hyderabad,Dell Laptop,Chrome,1,0,0
61.663984036164855,71.34855220577148,12.535195554675095,0,Hyderabad,Dell Laptop,Chrome,1,0,0
58.31271864949165,113.96796172283918,11.126072719600607,0,Hyderabad,Dell Laptop,Chrome,0,0,0
52.668793351486975,129.5747450669232,12.409721125220788,0,Anantapur,Dell Laptop,Chrome,0,0,0
2.7493295684286325,5.968058617893391,1.7345099257364818,4,Tor Node,MacBook,Tor Browser,38,1,1
67.81819430432317,166.32633850546156,12.225328693943945,0,Anantapur,Office Desktop,Chrome,0,0,0
50.86438365693696,105.9101098660092,8.889683166871468,0,Anantapur,Office Desktop,Chrome,0,0,0
48.76402303659854,179.77385140209728,15.816405650911028,1,Hyderabad,Dell Laptop,Chrome,0,0,0
61.86470452558296,153.10541906711416,16.36094851497863,0,Hyderabad,Dell Laptop,Chrome,0,0,0
68.94384871049957,124.65049212623026,13.0686341109569,0,Anantapur,Dell Laptop,Chrome,2,0,0
56.42503863394505,143.6043038291342,15.962037890327633,0,Anantapur,Dell Laptop,Chrome,1,0,0
64.9291354461357,167.88639472378532,12.577460993596922,0,Anantapur,Office Desktop,Chrome,0,0,0
62.283433148713584,115.7415527801824,13.45304057884117,0,Anantapur,Dell Laptop,Chrome,1,0,0
56.98766520983221,111.14393689229473,9.790942282480035,0,Anantapur,Dell Laptop,Chrome,0,0,0
55.07197513648708,146.72397278228948,11.42247097312843,0,Hyderabad,Dell Laptop,Chrome,1,0,0
72.95079935526218,153.90351218358953,3.1578974548681913,0,Hyderabad,Office Desktop,Chrome,0,0,0
61.10071268756521,125.35354329126505,8.606179705716883,0,Anantapur,Dell Laptop,Chrome,0,0,0
62.5526488003835,147.07285760899308,8.243921696791636,0,Anantapur,Dell Laptop,Chrome,0,0,0
46.27953429742186,89.62015071925128,16.886423391271194,0,Anantapur,Dell Laptop,Chrome,0,0,0
59.6653224975706,133.56629086394375,18.179283719332165,0,Hyderabad,Dell Laptop,Chrome,0,0,0
55.55981351995612,161.9427571339607,12.726275100730112,0,Anantapur,Dell Laptop,Chrome,0,0,0
63.906953483753476,142.0241849573407,6.796836770966536,0,Anantapur,Dell Laptop,Chrome,1,0,0
3.7703771494929903,16.388229095374157,3.5236744033868197,4,Unknown IP,Unknown Mobile,Chrome,28,1,1
71.99469020811341,185.42400456591756,9.661836656774563,0,Anantapur,Office Desktop,Chrome,0,0,0
57.572479967020804,153.0782665611262,16.94660611663203,0,Anantapur,Dell Laptop,Chrome,0,0,0
35.48374124026084,160.0516647663682,10.999668658762765,0,Anantapur,Dell Laptop,Chrome,0,0,0
3.5152915864921885,14.476002648813239,22.60253506389392,3,Tor Node,MacBook,Tor Browser,20,1,1
74.09735589438985,141.87446407356128,10.170328080909139,0,Anantapur,Dell Laptop,Chrome,1,0,0
74.78730816574641,94.81592762678056,12.003146337783775,0,Anantapur,Office Desktop,Chrome,1,0,0
12.57329233351934,489.96249064102295,22.99136634080214,4,Russia,MacBook,Firefox,10,1,1
8.500712031583957,16.0206202176548,22.823609587017447,3,Unknown IP,MacBook,Firefox,35,1,1
76.77757957192344,123.4718079329625,17.007499640562393,0,Anantapur,Dell Laptop,Chrome,2,0,0
56.34559015087172,177.66265331615975,8.093503915553944,1,Anantapur,Dell Laptop,Chrome,0,0,0
62.02743555545167,115.17314482744695,11.325546567689031,0,Anantapur,Dell Laptop,Chrome,1,0,0
67.29519376692534,162.64266887838505,11.09287512777567,0,Anantapur,Dell Laptop,Chrome,0,0,0
53.77923369288453,136.1455597730701,11.088676547767484,0,Anantapur,Dell Laptop,Chrome,2,0,0
48.48148094368307,195.91028465741405,16.06870810588135,0,Hyderabad,Office Desktop,Chrome,0,0,0
55.419278051250544,145.3374785093711,12.385731007648774,0,Anantapur,Dell Laptop,Chrome,0,0,0
63.23520655985251,157.89551961959276,9.76605231629477,0,Hyderabad,Dell Laptop,Chrome,0,0,0
53.26775060850485,167.68336149659748,11.517079463573996,0,Anantapur,Office Desktop,Chrome,0,0,0
54.53954141060208,181.11650878539103,12.265263472242559,0,Anantapur,Dell Laptop,Chrome,0,0,0
43.148688674501535,149.21492762733868,13.428129642116472,0,Anantapur,Dell Laptop,Chrome,2,0,0
54.24636873808736,108.37054229579704,16.667632614630275,0,Anantapur,Dell Laptop,Chrome,0,0,0
72.29893352229539,139.50502490576292,9.563369962664279,0,Anantapur,Dell Laptop,Chrome,0,0,0
